report_name,report_agency,date,visits,language
Browser language,Department of Agriculture,2/7/24,251,pt-pt
Browser language,Department of Agriculture,2/7/24,248,ar
Browser language,Department of Agriculture,2/7/24,228,th-th
Browser language,Department of Agriculture,2/7/24,227,en-ph
Browser language,Department of Agriculture,2/7/24,216,ko
Browser language,Department of Agriculture,2/7/24,212,"zh-cn,zh"
Browser language,Department of Agriculture,2/7/24,202,en-za
Browser language,Department of Agriculture,2/7/24,199,sv-se
Browser language,Department of Agriculture,2/7/24,194,el-gr
Browser language,Department of Agriculture,2/7/24,171,en-nz
Browser language,Department of Agriculture,2/7/24,145,en-sg
Browser language,Department of Agriculture,2/7/24,140,da-dk
Browser language,Department of Agriculture,2/7/24,128,hu-hu
Browser language,Department of Agriculture,2/7/24,127,id-id
Browser language,Department of Agriculture,2/7/24,126,pl
Browser language,Department of Agriculture,2/7/24,125,cs-cz
Browser language,Department of Agriculture,2/7/24,123,nb-no
Browser language,Department of Agriculture,2/7/24,120,uk-ua
Browser language,Department of Agriculture,2/7/24,120,vi-vn
Browser language,Department of Agriculture,2/7/24,115,it
Browser language,Department of Agriculture,2/7/24,114,fi-fi
Browser language,Department of Agriculture,2/7/24,112,he-il
Browser language,Department of Agriculture,2/7/24,111,id
Browser language,Department of Agriculture,2/7/24,109,es-ar
Browser language,Department of Agriculture,2/7/24,104,nl
Browser language,Department of Agriculture,2/6/24,576182,en-us
Browser language,Department of Agriculture,2/6/24,13877,en-gb
Browser language,Department of Agriculture,2/6/24,4403,en-ca
Browser language,Department of Agriculture,2/6/24,4332,es-419
Browser language,Department of Agriculture,2/6/24,4256,zh-cn
Browser language,Department of Agriculture,2/6/24,3668,es-us
Browser language,Department of Agriculture,2/6/24,3235,es-es
Browser language,Department of Agriculture,2/6/24,2732,en
Browser language,Department of Agriculture,2/6/24,1516,en-au
Browser language,Department of Agriculture,2/6/24,1503,en-in
Browser language,Department of Agriculture,2/6/24,1324,es-mx
Browser language,Department of Agriculture,2/6/24,1318,pt-br
Browser language,Department of Agriculture,2/6/24,1118,ja
Browser language,Department of Agriculture,2/6/24,1091,fr-fr
Browser language,Department of Agriculture,2/6/24,913,de-de
Browser language,Department of Agriculture,2/6/24,881,es
Browser language,Department of Agriculture,2/6/24,746,ko-kr
Browser language,Department of Agriculture,2/6/24,705,it-it
Browser language,Department of Agriculture,2/6/24,684,ru
Browser language,Department of Agriculture,2/6/24,658,ru-ru
Browser language,Department of Agriculture,2/6/24,599,c
Browser language,Department of Agriculture,2/6/24,555,zh-tw
Browser language,Department of Agriculture,2/6/24,504,de
Browser language,Department of Agriculture,2/6/24,450,nl-nl
Browser language,Department of Agriculture,2/6/24,433,fr
Browser language,Department of Agriculture,2/6/24,422,tr-tr
Browser language,Department of Agriculture,2/6/24,386,fr-ca
Browser language,Department of Agriculture,2/6/24,283,ar
Browser language,Department of Agriculture,2/6/24,275,ko
Browser language,Department of Agriculture,2/6/24,269,pl-pl
Browser language,Department of Agriculture,2/6/24,261,en-ph
Browser language,Department of Agriculture,2/6/24,253,pt-pt
Browser language,Department of Agriculture,2/6/24,235,"zh-cn,zh"
Browser language,Department of Agriculture,2/6/24,234,th-th
Browser language,Department of Agriculture,2/6/24,226,sv-se
Browser language,Department of Agriculture,2/6/24,221,en-za
Browser language,Department of Agriculture,2/6/24,210,id-id
Browser language,Department of Agriculture,2/6/24,202,el-gr
Browser language,Department of Agriculture,2/6/24,195,uk-ua
Browser language,Department of Agriculture,2/6/24,171,id
Browser language,Department of Agriculture,2/6/24,171,vi-vn
Browser language,Department of Agriculture,2/6/24,166,en-nz
Browser language,Department of Agriculture,2/6/24,143,cs-cz
Browser language,Department of Agriculture,2/6/24,139,it
Browser language,Department of Agriculture,2/6/24,134,hu-hu
Browser language,Department of Agriculture,2/6/24,132,en-sg
Browser language,Department of Agriculture,2/6/24,127,he-il
Browser language,Department of Agriculture,2/6/24,127,nb-no
Browser language,Department of Agriculture,2/6/24,115,da-dk
Browser language,Department of Agriculture,2/6/24,109,es-ar
Browser language,Department of Agriculture,2/5/24,540752,en-us
Browser language,Department of Agriculture,2/5/24,13774,en-gb
Browser language,Department of Agriculture,2/5/24,7597,zh-tw
Browser language,Department of Agriculture,2/5/24,4514,zh-cn
Browser language,Department of Agriculture,2/5/24,4154,en-ca
Browser language,Department of Agriculture,2/5/24,4061,es-419
Browser language,Department of Agriculture,2/5/24,3607,es-us
Browser language,Department of Agriculture,2/5/24,2772,en
Browser language,Department of Agriculture,2/5/24,2624,es-es
Browser language,Department of Agriculture,2/5/24,1631,en-au
Browser language,Department of Agriculture,2/5/24,1462,en-in
Browser language,Department of Agriculture,2/5/24,1309,pt-br
Browser language,Department of Agriculture,2/5/24,1216,fr-fr
Browser language,Department of Agriculture,2/5/24,1044,es-mx
Browser language,Department of Agriculture,2/5/24,1008,ja
Browser language,Department of Agriculture,2/5/24,900,de-de
Browser language,Department of Agriculture,2/5/24,793,es
Browser language,Department of Agriculture,2/5/24,744,ko-kr
Browser language,Department of Agriculture,2/5/24,723,ru
Browser language,Department of Agriculture,2/5/24,669,c
Browser language,Department of Agriculture,2/5/24,646,ru-ru
Browser language,Department of Agriculture,2/5/24,608,it-it
Browser language,Department of Agriculture,2/5/24,543,de
Browser language,Department of Agriculture,2/5/24,453,tr-tr
Browser language,Department of Agriculture,2/5/24,414,fr
Browser language,Department of Agriculture,2/5/24,405,nl-nl
Browser language,Department of Agriculture,2/5/24,401,fr-ca
Browser language,Department of Agriculture,2/5/24,282,en-ph
Browser language,Department of Agriculture,2/5/24,270,pl-pl
Browser language,Department of Agriculture,2/5/24,268,th-th
Browser language,Department of Agriculture,2/5/24,256,ar
Browser language,Department of Agriculture,2/5/24,246,pt-pt
Browser language,Department of Agriculture,2/5/24,228,ko
Browser language,Department of Agriculture,2/5/24,202,en-za
Browser language,Department of Agriculture,2/5/24,199,id
Browser language,Department of Agriculture,2/5/24,196,en-nz
Browser language,Department of Agriculture,2/5/24,194,sv-se
Browser language,Department of Agriculture,2/5/24,191,el-gr
Browser language,Department of Agriculture,2/5/24,189,id-id
Browser language,Department of Agriculture,2/5/24,181,vi-vn
Browser language,Department of Agriculture,2/5/24,159,uk-ua
Browser language,Department of Agriculture,2/5/24,153,en-sg
Browser language,Department of Agriculture,2/5/24,146,da-dk
Browser language,Department of Agriculture,2/5/24,123,nb-no
Browser language,Department of Agriculture,2/5/24,122,nl
Browser language,Department of Agriculture,2/5/24,121,pl
Browser language,Department of Agriculture,2/5/24,113,hu-hu
Browser language,Department of Agriculture,2/5/24,113,it
Browser language,Department of Agriculture,2/5/24,103,cs-cz
Browser language,Department of Agriculture,2/4/24,310956,en-us
Browser language,Department of Agriculture,2/4/24,11988,en-gb
Browser language,Department of Agriculture,2/4/24,9182,zh-tw
Browser language,Department of Agriculture,2/4/24,4319,zh-cn
Browser language,Department of Agriculture,2/4/24,4264,en-ca
Browser language,Department of Agriculture,2/4/24,2978,es-419
Browser language,Department of Agriculture,2/4/24,2826,es-us
Browser language,Department of Agriculture,2/4/24,1601,es-es
Browser language,Department of Agriculture,2/4/24,1581,en-au
Browser language,Department of Agriculture,2/4/24,1555,en
Browser language,Department of Agriculture,2/4/24,1414,en-in
Browser language,Department of Agriculture,2/4/24,991,de-de
Browser language,Department of Agriculture,2/4/24,903,es-mx
Browser language,Department of Agriculture,2/4/24,827,fr-fr
Browser language,Department of Agriculture,2/4/24,787,ja
Browser language,Department of Agriculture,2/4/24,675,pt-br
Browser language,Department of Agriculture,2/4/24,632,ru
Browser language,Department of Agriculture,2/4/24,507,ko-kr
Browser language,Department of Agriculture,2/4/24,475,ru-ru
Browser language,Department of Agriculture,2/4/24,461,es
Browser language,Department of Agriculture,2/4/24,405,it-it
Browser language,Department of Agriculture,2/4/24,403,nl-nl
Browser language,Department of Agriculture,2/4/24,303,de
Browser language,Department of Agriculture,2/4/24,302,fr-ca
Browser language,Department of Agriculture,2/4/24,293,ar
Browser language,Department of Agriculture,2/4/24,280,tr-tr
Browser language,Department of Agriculture,2/4/24,274,fr
Browser language,Department of Agriculture,2/4/24,231,en-ph
Browser language,Department of Agriculture,2/4/24,221,pl-pl
Browser language,Department of Agriculture,2/4/24,210,id-id
Browser language,Department of Agriculture,2/4/24,201,en-nz
Browser language,Department of Agriculture,2/4/24,192,sv-se
Browser language,Department of Agriculture,2/4/24,180,en-za
Browser language,Department of Agriculture,2/4/24,178,th-th
Browser language,Department of Agriculture,2/4/24,172,vi-vn
Browser language,Department of Agriculture,2/4/24,155,id
Browser language,Department of Agriculture,2/4/24,151,el-gr
Browser language,Department of Agriculture,2/4/24,144,en-sg
Browser language,Department of Agriculture,2/4/24,140,"zh-cn,zh"
Browser language,Department of Agriculture,2/4/24,133,ko
Browser language,Department of Agriculture,2/4/24,133,uk-ua
Browser language,Department of Agriculture,2/4/24,130,pt-pt
Browser language,Department of Agriculture,2/4/24,123,he-il
Browser language,Department of Agriculture,2/4/24,110,cs-cz
Browser language,Department of Agriculture,2/4/24,108,nb-no
Browser language,Department of Agriculture,2/4/24,106,c
Browser language,Department of Agriculture,2/4/24,103,hu-hu
Browser language,Department of Agriculture,2/3/24,279560,en-us
Browser language,Department of Agriculture,2/3/24,10115,en-gb
Browser language,Department of Agriculture,2/3/24,7502,zh-tw
Browser language,Department of Agriculture,2/3/24,3834,en-ca
Browser language,Department of Agriculture,2/3/24,3201,zh-cn
Browser language,Department of Agriculture,2/3/24,2834,es-419
Browser language,Department of Agriculture,2/3/24,2804,es-us
Browser language,Department of Agriculture,2/3/24,1571,en-au
Browser language,Department of Agriculture,2/3/24,1413,es-es
Browser language,Department of Agriculture,2/3/24,1382,en
Browser language,Department of Agriculture,2/3/24,1314,en-in
Browser language,Department of Agriculture,2/3/24,798,es-mx
Browser language,Department of Agriculture,2/3/24,745,de-de
Browser language,Department of Agriculture,2/3/24,718,fr-fr
Browser language,Department of Agriculture,2/3/24,663,pt-br
Browser language,Department of Agriculture,2/3/24,550,ru
Browser language,Department of Agriculture,2/3/24,496,ko-kr
Browser language,Department of Agriculture,2/3/24,445,es
Browser language,Department of Agriculture,2/3/24,408,ja
Browser language,Department of Agriculture,2/3/24,398,ru-ru
Browser language,Department of Agriculture,2/3/24,372,it-it
Browser language,Department of Agriculture,2/3/24,326,tr-tr
Browser language,Department of Agriculture,2/3/24,322,nl-nl
Browser language,Department of Agriculture,2/3/24,241,ar
Browser language,Department of Agriculture,2/3/24,236,de
Browser language,Department of Agriculture,2/3/24,234,fr-ca
Browser language,Department of Agriculture,2/3/24,221,pl-pl
Browser language,Department of Agriculture,2/3/24,210,fr
Browser language,Department of Agriculture,2/3/24,176,el-gr
Browser language,Department of Agriculture,2/3/24,173,en-nz
Browser language,Department of Agriculture,2/3/24,165,en-sg
Browser language,Department of Agriculture,2/3/24,148,en-ph
Browser language,Department of Agriculture,2/3/24,146,sv-se
Browser language,Department of Agriculture,2/3/24,139,en-za
Browser language,Department of Agriculture,2/3/24,138,vi-vn
Browser language,Department of Agriculture,2/3/24,137,th-th
Browser language,Department of Agriculture,2/3/24,127,pt-pt
Browser language,Department of Agriculture,2/3/24,122,id-id
Browser language,Department of Agriculture,2/3/24,119,c
Browser language,Department of Agriculture,2/3/24,110,nb-no
Browser language,Department of Agriculture,2/2/24,452998,en-us
Browser language,Department of Agriculture,2/2/24,11249,en-gb
Browser language,Department of Agriculture,2/2/24,9211,zh-tw
