report_name,report_agency,date,os,visits,browser
Operating system and browser,Department of Agriculture,3/28/24,(not set),167,(not set)
Operating system and browser,Department of Agriculture,3/28/24,Linux,167,Samsung Internet
Operating system and browser,Department of Agriculture,3/28/24,Windows,142,Internet Explorer
Operating system and browser,Department of Agriculture,3/28/24,Windows,130,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,3/27/24,Windows,160751,Chrome
Operating system and browser,Department of Agriculture,3/27/24,iOS,122102,Safari
Operating system and browser,Department of Agriculture,3/27/24,Android,72723,Chrome
Operating system and browser,Department of Agriculture,3/27/24,Windows,71624,Edge
Operating system and browser,Department of Agriculture,3/27/24,Macintosh,32635,Chrome
Operating system and browser,Department of Agriculture,3/27/24,Macintosh,30097,Safari
Operating system and browser,Department of Agriculture,3/27/24,Chrome OS,25812,Chrome
Operating system and browser,Department of Agriculture,3/27/24,iOS,18212,Chrome
Operating system and browser,Department of Agriculture,3/27/24,Linux,10505,Chrome
Operating system and browser,Department of Agriculture,3/27/24,Windows,8689,Firefox
Operating system and browser,Department of Agriculture,3/27/24,iOS,7845,Safari (in-app)
Operating system and browser,Department of Agriculture,3/27/24,Android,4739,Samsung Internet
Operating system and browser,Department of Agriculture,3/27/24,Android,3386,Android Webview
Operating system and browser,Department of Agriculture,3/27/24,Macintosh,2752,Firefox
Operating system and browser,Department of Agriculture,3/27/24,Windows,1380,Opera
Operating system and browser,Department of Agriculture,3/27/24,Android,832,Firefox
Operating system and browser,Department of Agriculture,3/27/24,Android,591,Amazon Silk
Operating system and browser,Department of Agriculture,3/27/24,Linux,372,Firefox
Operating system and browser,Department of Agriculture,3/27/24,(not set),271,(not set)
Operating system and browser,Department of Agriculture,3/27/24,Android,266,Opera
Operating system and browser,Department of Agriculture,3/27/24,Macintosh,244,Edge
Operating system and browser,Department of Agriculture,3/27/24,Macintosh,220,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,3/27/24,iOS,215,(not set)
Operating system and browser,Department of Agriculture,3/27/24,Linux,139,Samsung Internet
Operating system and browser,Department of Agriculture,3/27/24,Windows,111,Internet Explorer
Operating system and browser,Department of Agriculture,3/26/24,Windows,179273,Chrome
Operating system and browser,Department of Agriculture,3/26/24,iOS,122572,Safari
Operating system and browser,Department of Agriculture,3/26/24,Windows,75251,Edge
Operating system and browser,Department of Agriculture,3/26/24,Android,71128,Chrome
Operating system and browser,Department of Agriculture,3/26/24,Macintosh,32399,Chrome
Operating system and browser,Department of Agriculture,3/26/24,Macintosh,30518,Safari
Operating system and browser,Department of Agriculture,3/26/24,Chrome OS,27661,Chrome
Operating system and browser,Department of Agriculture,3/26/24,iOS,18252,Chrome
Operating system and browser,Department of Agriculture,3/26/24,Linux,10450,Chrome
Operating system and browser,Department of Agriculture,3/26/24,Windows,9007,Firefox
Operating system and browser,Department of Agriculture,3/26/24,iOS,7208,Safari (in-app)
Operating system and browser,Department of Agriculture,3/26/24,Android,4890,Samsung Internet
Operating system and browser,Department of Agriculture,3/26/24,Android,2608,Android Webview
Operating system and browser,Department of Agriculture,3/26/24,Macintosh,2563,Firefox
Operating system and browser,Department of Agriculture,3/26/24,Windows,1450,Opera
Operating system and browser,Department of Agriculture,3/26/24,Android,885,Firefox
Operating system and browser,Department of Agriculture,3/26/24,Android,594,Amazon Silk
Operating system and browser,Department of Agriculture,3/26/24,Windows,523,Internet Explorer
Operating system and browser,Department of Agriculture,3/26/24,Linux,398,Firefox
Operating system and browser,Department of Agriculture,3/26/24,Android,298,Opera
Operating system and browser,Department of Agriculture,3/26/24,Macintosh,252,Edge
Operating system and browser,Department of Agriculture,3/26/24,iOS,224,(not set)
Operating system and browser,Department of Agriculture,3/26/24,(not set),218,(not set)
Operating system and browser,Department of Agriculture,3/26/24,Macintosh,161,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,3/26/24,Linux,154,Samsung Internet
Operating system and browser,Department of Agriculture,3/26/24,(not set),114,Chrome
Operating system and browser,Department of Agriculture,3/26/24,(not set),114,Opera Mini
Operating system and browser,Department of Agriculture,3/25/24,Windows,198368,Chrome
Operating system and browser,Department of Agriculture,3/25/24,iOS,126833,Safari
Operating system and browser,Department of Agriculture,3/25/24,Windows,78162,Edge
Operating system and browser,Department of Agriculture,3/25/24,Android,71858,Chrome
Operating system and browser,Department of Agriculture,3/25/24,Macintosh,32777,Chrome
Operating system and browser,Department of Agriculture,3/25/24,Macintosh,30986,Safari
Operating system and browser,Department of Agriculture,3/25/24,Chrome OS,26186,Chrome
Operating system and browser,Department of Agriculture,3/25/24,iOS,18671,Chrome
Operating system and browser,Department of Agriculture,3/25/24,Linux,10608,Chrome
Operating system and browser,Department of Agriculture,3/25/24,Windows,8102,Firefox
Operating system and browser,Department of Agriculture,3/25/24,iOS,7148,Safari (in-app)
Operating system and browser,Department of Agriculture,3/25/24,Android,4914,Samsung Internet
Operating system and browser,Department of Agriculture,3/25/24,Android,2818,Android Webview
Operating system and browser,Department of Agriculture,3/25/24,Macintosh,2461,Firefox
Operating system and browser,Department of Agriculture,3/25/24,Android,880,Firefox
Operating system and browser,Department of Agriculture,3/25/24,Windows,735,Opera
Operating system and browser,Department of Agriculture,3/25/24,Android,574,Amazon Silk
Operating system and browser,Department of Agriculture,3/25/24,Linux,449,Firefox
Operating system and browser,Department of Agriculture,3/25/24,Android,268,Opera
Operating system and browser,Department of Agriculture,3/25/24,Macintosh,244,Edge
Operating system and browser,Department of Agriculture,3/25/24,iOS,240,(not set)
Operating system and browser,Department of Agriculture,3/25/24,Macintosh,207,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,3/25/24,(not set),181,(not set)
Operating system and browser,Department of Agriculture,3/25/24,Linux,141,Samsung Internet
Operating system and browser,Department of Agriculture,3/25/24,Windows,119,Internet Explorer
Operating system and browser,Department of Agriculture,3/25/24,(not set),106,Opera Mini
Operating system and browser,Department of Agriculture,3/24/24,iOS,117754,Safari
Operating system and browser,Department of Agriculture,3/24/24,Android,69985,Chrome
Operating system and browser,Department of Agriculture,3/24/24,Windows,61994,Chrome
Operating system and browser,Department of Agriculture,3/24/24,Macintosh,24565,Safari
Operating system and browser,Department of Agriculture,3/24/24,Macintosh,19770,Chrome
Operating system and browser,Department of Agriculture,3/24/24,iOS,18172,Chrome
Operating system and browser,Department of Agriculture,3/24/24,Windows,17954,Edge
Operating system and browser,Department of Agriculture,3/24/24,Linux,10979,Chrome
Operating system and browser,Department of Agriculture,3/24/24,iOS,6423,Safari (in-app)
Operating system and browser,Department of Agriculture,3/24/24,Chrome OS,5107,Chrome
Operating system and browser,Department of Agriculture,3/24/24,Android,4699,Samsung Internet
Operating system and browser,Department of Agriculture,3/24/24,Windows,3961,Firefox
Operating system and browser,Department of Agriculture,3/24/24,Android,2246,Android Webview
Operating system and browser,Department of Agriculture,3/24/24,Macintosh,1223,Firefox
Operating system and browser,Department of Agriculture,3/24/24,Android,864,Firefox
Operating system and browser,Department of Agriculture,3/24/24,Windows,629,Opera
Operating system and browser,Department of Agriculture,3/24/24,Android,612,Amazon Silk
Operating system and browser,Department of Agriculture,3/24/24,Linux,318,Firefox
Operating system and browser,Department of Agriculture,3/24/24,Android,264,Opera
Operating system and browser,Department of Agriculture,3/24/24,iOS,218,(not set)
Operating system and browser,Department of Agriculture,3/24/24,Macintosh,184,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,3/24/24,Linux,149,Samsung Internet
Operating system and browser,Department of Agriculture,3/24/24,Macintosh,134,Edge
Operating system and browser,Department of Agriculture,3/24/24,Windows,126,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,3/24/24,(not set),125,(not set)
Operating system and browser,Department of Agriculture,3/24/24,(not set),109,Opera Mini
Operating system and browser,Department of Agriculture,3/23/24,iOS,109269,Safari
Operating system and browser,Department of Agriculture,3/23/24,Android,70625,Chrome
Operating system and browser,Department of Agriculture,3/23/24,Windows,53370,Chrome
Operating system and browser,Department of Agriculture,3/23/24,Macintosh,20446,Safari
Operating system and browser,Department of Agriculture,3/23/24,iOS,16953,Chrome
Operating system and browser,Department of Agriculture,3/23/24,Windows,15200,Edge
Operating system and browser,Department of Agriculture,3/23/24,Macintosh,15012,Chrome
Operating system and browser,Department of Agriculture,3/23/24,Linux,10774,Chrome
Operating system and browser,Department of Agriculture,3/23/24,iOS,6609,Safari (in-app)
Operating system and browser,Department of Agriculture,3/23/24,Android,4429,Samsung Internet
Operating system and browser,Department of Agriculture,3/23/24,Chrome OS,3761,Chrome
Operating system and browser,Department of Agriculture,3/23/24,Windows,3467,Firefox
Operating system and browser,Department of Agriculture,3/23/24,Android,2244,Android Webview
Operating system and browser,Department of Agriculture,3/23/24,Macintosh,1070,Firefox
Operating system and browser,Department of Agriculture,3/23/24,Android,901,Firefox
Operating system and browser,Department of Agriculture,3/23/24,Android,557,Amazon Silk
Operating system and browser,Department of Agriculture,3/23/24,Windows,458,Opera
Operating system and browser,Department of Agriculture,3/23/24,Linux,290,Firefox
Operating system and browser,Department of Agriculture,3/23/24,Android,263,Opera
Operating system and browser,Department of Agriculture,3/23/24,iOS,216,(not set)
Operating system and browser,Department of Agriculture,3/23/24,(not set),172,(not set)
Operating system and browser,Department of Agriculture,3/23/24,Macintosh,146,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,3/23/24,Linux,121,Samsung Internet
